,venue,address,latitude,longitude,neighborhood,category
488,Chipotle,,30.411253,-97.850896,FOUR POINTS,Mexican Restaurant
489,Taco Bell,7515 N FM 620,30.40777464043648,-97.85102057195651,FOUR POINTS,Fast Food Restaurant
490,Green Mango by Thai Spice,8300 N FM 620 Rd Bldg L Ste 800,30.41876827386031,-97.84729028854409,FOUR POINTS,Thai Restaurant
491,Flores Mexican Restaurant,8300 N FM 620 Rd,30.4206299,-97.8470813,FOUR POINTS,Mexican Restaurant
492,Nik's Italian Kitchen & Bar,7900 N FM 620 Rd,30.41407,-97.84932,FOUR POINTS,Italian Restaurant
493,Pizza Hut,10601 FM 2222 / Riverplace,30.392684055838018,-97.8445614874363,FOUR POINTS,Pizza Place
494,Chipotle Mexican Grill,7710 N FM 620 Rd,30.4113419,-97.8509364,FOUR POINTS,Mexican Restaurant
495,Mighty Fine Food Truck,,30.402703746926342,-97.85490937366653,FOUR POINTS,American Restaurant
496,Howdy Donuts,,30.394183,-97.844807,FOUR POINTS,Donut Shop
497,Hill Country Tacos,,30.4019995371832,-97.85260704601926,FOUR POINTS,Taco Place
498,Hunan Riverplace,10601 Ranch Road 2222,30.393048274986533,-97.84467409040971,FOUR POINTS,Asian Restaurant
499,Papa Murphy's,11404 Ranch Road 2222,30.402603,-97.852073,FOUR POINTS,Pizza Place
500,Domino's Pizza,7900 N FM 620 Rd Ste 140,30.414612,-97.850905,FOUR POINTS,Pizza Place
501,Smokey J's Bar-B-Q,7008 Ranch Road 620 N.,30.403875983359274,-97.85470897384151,FOUR POINTS,BBQ Joint
502,Napa Flats,8300 Fm 620 M100,30.418347280267884,-97.84753285393707,FOUR POINTS,Italian Restaurant
503,Subway,7301 N FM 620 Rd Ste 130,30.40519023316138,-97.85138453695197,FOUR POINTS,Sandwich Place
504,Rice Thai & Sushi Bar,10601 Ranch to Market Rd 2222,30.39340358752416,-97.84526824951172,FOUR POINTS,Asian Restaurant
505,Hey Cupcake! - Round Rock,Mays,30.409539070125934,-97.86325611735717,FOUR POINTS,Food Truck
506,Kolache Factory Trailer,,30.4016538460802,-97.85466611598002,FOUR POINTS,Breakfast Spot
507,com bun yeu,,30.404344260597156,-97.84850105302701,FOUR POINTS,Food Truck
508,Dock & Roll Diner,,30.40682400410015,-97.84966455698003,FOUR POINTS,Food Truck
509,Kabobeque,,30.40259,-97.854729,FOUR POINTS,Food Truck
510,Taco Cabana,13376 Research Blvd,30.443824796282886,-97.78731964481989,ANDERSON MILL,Taco Place
511,Jardin Carona,13301 N Highway 183 Ste E,30.44521,-97.786514,ANDERSON MILL,Mexican Restaurant
512,Dairy Queen,,30.444265,-97.785447,ANDERSON MILL,Fast Food Restaurant
513,Domino's Pizza,13201 Pond Springs Rd,30.445566085375233,-97.77793054634913,POND SPRINGS,Pizza Place
514,Ebisu Japanese Restaurant,13376 N Highway 183 Ste 400,30.444076742216733,-97.78860926628113,ANDERSON MILL,Japanese Restaurant
515,Phil's Icehouse,,30.443850447608167,-97.7843694752367,ANDERSON MILL,Burger Joint
516,Dr Wok,13201 Pond Springs Rd,30.445502400398254,-97.77820229530334,POND SPRINGS,Chinese Restaurant
517,Taco Bell,13770 N Highway 183,30.461566284595534,-97.79514723581718,ANDERSON MILL,Fast Food Restaurant
518,Midori Sushi,13435 N Highway 183 Ste 301,30.44872080593066,-97.78804427939228,ANDERSON MILL,Sushi Restaurant
519,Pita Fusion - Lake Creek,13776 US Hwy 183 Ste 130,30.46195185455526,-97.79510320341791,ANDERSON MILL,Souvlaki Shop
520,Shandeez Grill,8883 Anderson Mill Rd,30.45395940237342,-97.77293645566238,POND SPRINGS,Middle Eastern Restaurant
521,Shipley Do-Nuts,10401 Anderson Mill Rd,30.446856,-97.804394,ANDERSON MILL,Donut Shop
522,Pacific Star Restaurant & Oyster Bar - Austin,13507 N Highway 183,30.450618652102563,-97.7900974875356,ANDERSON MILL,Seafood Restaurant
523,KFC,13435 N Highway 183,30.44816524703377,-97.7892801328652,ANDERSON MILL,Fried Chicken Joint
524,Los Reyes Mexican Food,13774 N Hwy 183,30.461973455662587,-97.79573269301525,ANDERSON MILL,Mexican Restaurant
525,P. Terry's Burger Stand,1800 E Oltorf St,30.232295239436407,-97.73642476048006,RIVERSIDE,Burger Joint
526,The Salty Donut,2000 S Congress Ave,30.244157634201816,-97.75205343961716,BOULDIN CREEK,Donut Shop
527,McDonald's,303 E Oltorf St,30.237510679629093,-97.75198868949701,ST. EDWARDS,Fast Food Restaurant
528,Taco Bell,201 E Oltorf St,30.2377142789429,-97.75246190319965,ST. EDWARDS,Fast Food Restaurant
529,Denny's,2320 S Interregional,30.2332093,-97.7425088,ST. EDWARDS,Breakfast Spot
530,Pho MPH 2,3715 S 1st St Unit A,30.22939643862328,-97.76735678315163,DAWSON,Vietnamese Restaurant
531,"Jo's Coffeehouse, Meadows Cafe",St. Edward's University,30.229295498460015,-97.755900389107,ST. EDWARDS,Café
532,Taqueria Arandas,2448 S 1st St,30.240606972197938,-97.76086766775894,GALINDO,Mexican Restaurant
533,Perry's Steakhouse,114 W 7th St,30.269373758193904,-97.74367595773867,DOWNTOWN,Steakhouse
534,Denny's,1601 N Interstate 35,30.276693950613446,-97.7296033501625,CENTRAL EAST AUSTIN,Breakfast Spot
535,Franklin Barbecue,900 E 11th St,30.270066627793767,-97.73137629032135,CENTRAL EAST AUSTIN,BBQ Joint
536,Stubb's Bar-B-Q,801 Red River St,30.268516074327795,-97.73625580828983,DOWNTOWN,BBQ Joint
537,El Chile Cafe y Cantina,1809 Manor Rd,30.283653558962158,-97.72250322374629,UPPER BOGGY CREEK,Mexican Restaurant
538,Pelóns,802 Red River St,30.26873184913702,-97.73649112630125,DOWNTOWN,Mexican Restaurant
539,Haymaker,2310 Manor Rd,30.28472893469761,-97.71749014808258,UPPER BOGGY CREEK,Gastropub
540,Hoboken Pie,718 Red River St,30.268067,-97.736858,DOWNTOWN,Pizza Place
541,Sour Duck Market,1814 E Martin Luther King Jr Blvd,30.279895308778794,-97.72153128036237,UPPER BOGGY CREEK,Restaurant
542,Whataburger,6205 N Lamar Blvd,30.330416498929782,-97.72298701484038,HIGHLAND,Burger Joint
543,IHOP,901 E Koenig Lane,30.32066262721077,-97.70986200659466,NORTH LOOP,Breakfast Spot
544,Pappasito's Cantina,6513 I-35 N.,30.32694,-97.70489,ST. JOHNS,Mexican Restaurant
545,Plucker's Wing Bar,6406 N Interstate 35 Ste 2949,30.323919,-97.707765,ST. JOHNS,Wings Joint
546,Kura Revolving Sushi Bar,6929 Airport Blvd,30.337238948312642,-97.71723239428987,HIGHLAND,Sushi Restaurant
547,Ojos Locos,7522 N Interstate 35,30.33717856288386,-97.7022272997837,ST. JOHNS,Mexican Restaurant
548,P. Terry's Burger Stand,5900 N Lamar Blvd,30.328169804592022,-97.72541083815359,BRENTWOOD,Burger Joint
549,Pappadeaux Seafood Kitchen,6319 N Interstate 35,30.325366,-97.704845,ST. JOHNS,Seafood Restaurant
550,Stiles Switch BBQ & Brew,6610 N Lamar Blvd,30.334506543674767,-97.72132192583526,BRENTWOOD,BBQ Joint
551,Denny's,7100 North I-35,30.332499,-97.70524,ST. JOHNS,Breakfast Spot
552,Searefina's Mariscos Y Sushi,,30.327713,-97.704516,ST. JOHNS,Mexican Restaurant
553,Revelry On The Boulevard,6215 N Lamar Blvd,30.330527000000004,-97.722627,HIGHLAND,Restaurant
554,Red Lobster,"109 W. Anderson Lane, NORTH AUSTIN",30.343661,-97.70595,HIGHLAND,Seafood Restaurant
555,Buffalo Wild Wings,7604 I-35 North,30.33819528228752,-97.7019906827536,ST. JOHNS,Wings Joint
556,Arpeggio Grill,6619 Airport Blvd,30.331050976999858,-97.71531651765693,HIGHLAND,Middle Eastern Restaurant
557,China Family Restaurant,6801 Airport Boulevard,30.333904,-97.716744,HIGHLAND,Chinese Restaurant
558,Sazan Ramen,,30.336672,-97.716626,HIGHLAND,Ramen Restaurant
559,Chili's Grill & Bar,6619 North Interstate Highway 35,30.3278815,-97.7048525,ST. JOHNS,Tex-Mex Restaurant
560,Cheko's Mexican Restaurant and Bar,1304 W Koenig Ln,30.330723914920625,-97.73092946413497,BRENTWOOD,Mexican Restaurant
561,Little Deli & Pizzeria,7101-A Woodrow Ave,30.342695532659498,-97.72558468001958,CRESTVIEW,Pizza Place
562,Han Yang Market,6808 N Lamar Blvd,30.336275164592337,-97.72067798336103,BRENTWOOD,Korean Restaurant
563,Wendy’s,5752 Airport Blvd,30.32115330589557,-97.71412007512026,HIGHLAND,Fast Food Restaurant
564,101 by Tea Haus,"6929 Airport Boulevard, 132",30.337086164997892,-97.71711702099554,HIGHLAND,Taiwanese Restaurant
565,Kim Phung Restaurant - North Lamar,7601 N Lamar Blvd,30.343916151081025,-97.71441392230382,HIGHLAND,Vietnamese Restaurant
566,Gabrielas Downtown,900 E 7th St,30.266652360031863,-97.73303732558458,CENTRAL EAST AUSTIN,Mexican Restaurant
567,Whole Foods Lamar Bistro,,30.270947067595255,-97.75355882944697,DOWNTOWN,American Restaurant
568,Eureka!,200 E 6th St,30.2678147,-97.7412593,DOWNTOWN,Burger Joint
569,McDonald's,2114 W Slaughter Ln,30.174276127213886,-97.82662153244019,CHERRY CREEK,Fast Food Restaurant
570,Taco Cabana,9705 Manchaca Rd,30.175253511494713,-97.82229004174964,CHERRY CREEK,Taco Place
571,Popeyes Louisiana Kitchen,9718 Menchaca Rd,30.17506128705538,-97.82368401199786,CHERRY CREEK,Fried Chicken Joint
572,Sonic Drive-In,9708 Menchaca Rd,30.1755295006888,-97.8234920688373,CHERRY CREEK,Fast Food Restaurant
573,Rosa's Cafe & Tortilla Factory,509 W Slaughter Ln,30.1713294,-97.7990977,SLAUGHTER CREEK,Mexican Restaurant
574,Thundercloud Subs,1807 W Slaughter Ln,30.17119509999999,-97.8235529,SLAUGHTER CREEK,Sandwich Place
575,Burger King,1905 Slaughter,30.173244268637163,-97.82275646924973,SLAUGHTER CREEK,Fast Food Restaurant
576,Mami's Tacos,10106 Manchaca Rd,30.200341865163445,-97.80813023861508,CHERRY CREEK,Food Truck
577,wicked wings,Slaughter Ln,30.172669,-97.80079,SLAUGHTER CREEK,Wings Joint
578,Super Donuts,S 1st St,30.172260748704563,-97.8008873347602,SLAUGHTER CREEK,Donut Shop
579,DK Maria's Legendary Tex- Mex,1807 W Slaughter Ln,30.173209999999997,-97.821873,SLAUGHTER CREEK,Mexican Restaurant
580,El Pollo Rico,609 W Slaughter Ln,30.172674,-97.800602,SLAUGHTER CREEK,Latin American Restaurant
581,Donut Taco Palace II,1807 W Slaughter Ln,30.171114790184,-97.82431810068346,SLAUGHTER CREEK,Bakery
582,Papa Murphy's,2110 W Slaughter Ln Ste 176,30.1748257,-97.8241569,CHERRY CREEK,Pizza Place
583,Domino's Pizza,1807 W Slaughter Ln Ste 465,30.17157721187001,-97.82401894389295,SLAUGHTER CREEK,Pizza Place
584,China Dynasty,2110 W Slaughter Ln,30.174803853582176,-97.8270648251013,CHERRY CREEK,Chinese Restaurant
585,Filipino Asian Mart,615 W Slaughter Ln #110,30.172291421412098,-97.8009102761266,SLAUGHTER CREEK,Asian Restaurant
586,Ashley's Taco Trailer,7200 Manchaca Rd,30.199851,-97.808116,CHERRY CREEK,Taco Place
587,Biscuits + Groovy,10106 Manchaca Rd,30.17006775745458,-97.82542617003433,SOUTH BRODIE,Breakfast Spot
588,Local Yokel Food Truck,10212 Manchaca,30.16924285888672,-97.82640075683594,SOUTH BRODIE,Food Truck
589,Bar-B-Que Heaven,519 E 7th St,30.18576041678447,-97.79923167386295,DITTMAR--SLAUGHTER,Food Truck
590,"MWS BBQ ""n"" Catering",10106 Manchaca Rd,30.170152,-97.825672,SOUTH BRODIE,BBQ Joint
591,Hummus Cuisine,10106 Manchaca Rd,30.16991442210739,-97.82522678375244,SLAUGHTER CREEK,Restaurant
592,Rockadive,,30.170309,-97.825679,SOUTH BRODIE,Food Truck
593,Native South Food Park,10106 Manchaca Rd,30.170169541082164,-97.82537837073781,SOUTH BRODIE,Restaurant
594,goodfellers,10212 Manchaca Rd,30.1691837310791,-97.82640075683594,SOUTH BRODIE,Food Truck
595,McDonald's,12900 N Interstate 35,30.4140242,-97.6757636,GRACY WOODS,Fast Food Restaurant
596,Chick-fil-A,12901 I-35 N Service Road Bldg 14,30.414224,-97.6720867,TECH RIDGE,Fast Food Restaurant
597,McDonald's,13609 N Interstate 35,30.422562224061267,-97.67089607744771,TECH RIDGE,Fast Food Restaurant
598,In-N-Out Burger,"12431 N.,I 35",30.405134628325698,-97.67436367759231,TECH RIDGE,Fast Food Restaurant
599,Wings 'N More,1200 W Howard Ln,30.423974395617346,-97.66967126309979,TECH RIDGE,Wings Joint
600,P. Terry's Burger Stand,12901 N IH 35,30.41561690914067,-97.67217793745849,TECH RIDGE,Food Truck
601,Golden Corral,12509 N Lamar Blvd,30.40933548947605,-97.67724576944198,GRACY WOODS,Buffet
602,Panda Express,500 Canyon Ridge Dr,30.40671347104324,-97.67270595197706,TECH RIDGE,Chinese Restaurant
603,Chili's Grill & Bar,12901 North Interstate Highway 35,30.4172661,-97.67177889999999,TECH RIDGE,Tex-Mex Restaurant
604,Charm Korean BBQ,1200 W Howard Ln,30.425213,-97.6704,TECH RIDGE,Korean Restaurant
605,French Quarter Grille,13000 N Interstate 35,30.41207645330806,-97.67591478587995,GRACY WOODS,Cajun / Creole Restaurant
606,Lil Woodrow's (Tech Ridge),12601 Tech Ridge Blvd,30.40069365359379,-97.65792406116259,TECH RIDGE,American Restaurant
607,Schlotzsky's,500 Canyon Ridge Dr Ste G,30.403736145857945,-97.67395046664298,TECH RIDGE,Bakery
608,Buffalo Wild Wings,13000 N Interstate 35,30.411193537172128,-97.67508745193476,GRACY WOODS,Wings Joint
609,Freebirds World Burrito,"1100 Center Ridge Dr, Ste. 380",30.417827502582472,-97.67032116651535,TECH RIDGE,Mexican Restaurant
610,Panera Bread,"13000 North I-35 Frontage Road, Building 20",30.414638046223878,-97.67426289910492,GRACY WOODS,Bakery
611,Kublai Khan,12901 N Interstate 35 Ste 1200,30.4117401,-97.6724751,TECH RIDGE,Mongolian Restaurant
612,Salty Cargo,1700 W Parmer Ln #100,30.412343,-97.686637,GRACY WOODS,Hawaiian Restaurant
613,Baby Acapulco,13609 N Interstate 35,30.423151149197913,-97.67052189508566,TECH RIDGE,Mexican Restaurant
614,Red Robin Gourmet Burgers and Brews,13000 N Interstate 35 Bldg,30.41068328,-97.67529191,GRACY WOODS,Restaurant
615,Ka-Prow Thai & Sushi Bistro,1200 W Howard Ln Suite O,30.424562767482463,-97.66998582307171,TECH RIDGE,Thai Restaurant
616,Masala Wok,1100 Center Ridge Dr,30.41817011730875,-97.67035475253827,TECH RIDGE,Indian Restaurant
617,Johnny Carino's,12901 N. I-35 Service Rd. Northbound,30.41356,-97.67228,TECH RIDGE,Italian Restaurant
618,Arby's,13609 North I-35 Bldg 5,30.4211010289347,-97.6712448709076,TECH RIDGE,Fast Food Restaurant
619,Phò King,1021 E Parmer Ln,30.39850750295953,-97.65520548908748,TECH RIDGE,Vietnamese Restaurant
620,Durango Taco Truck,12482 N Lamar Blvd,30.407867604012345,-97.67850582845796,GRACY WOODS,Food Truck
621,Tsukimi,12400 N Interstate 35,30.403168,-97.675853,GRACY WOODS,Sushi Restaurant
622,Mod Pizza,500 West Canyon Ridge Drive,30.405436,-97.67391737,TECH RIDGE,Pizza Place
623,Jimmy John's,1100 Center Ridge Dr,30.417983732211685,-97.67049135106235,TECH RIDGE,Sandwich Place
624,Ho Ho Chinese BBQ,13000 N Interstate 35 Bldg 6,30.410299,-97.675836,GRACY WOODS,Chinese Restaurant
625,Whataburger,9300 S Interstate 35 Bldg H,30.16614742526119,-97.78797693932233,SLAUGHTER CREEK,Fast Food Restaurant
626,True Texas BBQ,8801 S Congress Ave,30.1689109,-97.7863311,DITTMAR--SLAUGHTER,BBQ Joint
627,SONIC Drive In,1805 E William Cannon Dr,30.1884256,-97.766864,BLUFF SPRINGS,Fast Food Restaurant
628,IHOP,8801 South Interstate Highway 35,30.16794681607219,-97.78413972498993,BLUFF SPRINGS,Breakfast Spot
629,Crazy Fruits,729 E Slaughter Ln Apt F,30.160559725205804,-97.77770091319174,SLAUGHTER CREEK,Snack Place
630,Don Dario's Cantina,8801 S Interstate 35,30.169909533579382,-97.78315933264388,BLUFF SPRINGS,Mexican Restaurant
631,Golden Corral Buffet & Grill,7300 IH 35 S Frontage Rd,30.18428,-97.7758411,DITTMAR--SLAUGHTER,Buffet
632,Tucci's Southside Subs,801 E William Cannon Dr,30.1900463412333,-97.7720856647075,DITTMAR--SLAUGHTER,Sandwich Place
633,Jet’s Pizza,8900 S Congress Ave,30.170609,-97.787738,DITTMAR--SLAUGHTER,Pizza Place
634,China Harbor Restaurant,801 E William Cannon Dr,30.189963897547113,-97.77381832891714,DITTMAR--SLAUGHTER,Asian Restaurant
635,East Buffet,6425 South Interstate 35 Frontage Road suite 165,30.19035,-97.76807,BLUFF SPRINGS,Indian Chinese Restaurant
636,Reel Popcorn,8708 S Congress Ave Ste 550,30.1713500805983,-97.78633900029861,DITTMAR--SLAUGHTER,Food
637,El Pollo Rico,1719 E William Cannon Dr,30.188621520996094,-97.76729583740234,BLUFF SPRINGS,Mexican Restaurant
638,La Moreliana,"1909 E William Cannon Dr, Austin, TX 78744",30.18783454878843,-97.7647629551819,BLUFF SPRINGS,Mexican Restaurant
639,South Side Sub,,30.190203264677898,-97.77022884631194,BLUFF SPRINGS,Bakery
640,Waffle House,7809 E Ben White Blvd,30.21881619,-97.68916309,SOUTHEAST,Breakfast Spot
641,Domino's Pizza,720 Bastrop Hwy Ste 101,30.233790440663256,-97.68538823942436,MONTOPOLIS,Pizza Place
642,Denny's,7619 E Ben White Blvd,30.21720739683725,-97.69179157912731,SOUTHEAST,Breakfast Spot
643,Javi's TexMex,7709 E Ben White Blvd,30.21777982407221,-97.68993069386717,SOUTHEAST,Taco Place
644,Honduras Food,,30.22237730280303,-97.68911189210482,MONTOPOLIS,Food Truck
645,SUBWAY,7709 E Ben White Blvd Ste 300,30.217731050885302,-97.68970874101481,SOUTHEAST,Sandwich Place
646,Tropical Smoothie Cafe,1078 Grove Blvd,30.23613929748535,-97.7048110961914,PLEASANT VALLEY,Café
647,Alonzo's Tacos,907 Montopolis Dr,30.23494837356254,-97.69667181663685,MONTOPOLIS,Taco Place
648,La Sabroza,Riveraide Dr,30.224545,-97.703421,MONTOPOLIS,Taco Place
649,Crazy Fruits Riverside,6100 E Riverside Dr Ste 104,30.22632695765423,-97.70576362608695,MONTOPOLIS,Mexican Restaurant
650,Pizza Hut,945 Highway,30.228765,-97.686872,MONTOPOLIS,Pizza Place
651,Microtel Inn Breakfast Area,Microtel Inn Austin,30.216699,-97.690165,SOUTHEAST,Breakfast Spot
652,Muck-N-Dave's Texas BBQ,1603 S Congress St,30.225989798744823,-97.6948316697372,MONTOPOLIS,Food Truck
653,G's 183 Pit Stop,2510 US Highway 183 S,30.223654289403147,-97.68376890682912,DEL VALLE,Food Truck
654,Cocinita La Dona,1710 Montopolis Dr,30.226802000000003,-97.702515,MONTOPOLIS,Mexican Restaurant
655,Casa Garcia's Mexican Restaurant,1901 W William Cannon Dr,30.202229726369616,-97.80637882138303,CHERRY CREEK,Mexican Restaurant
656,La Posada Mexican Restaurant,6800 West Gate Blvd #143,30.20827816982041,-97.81535041377535,GARRISON PARK,Mexican Restaurant
657,Short Stop,Manchaca,30.20264680771355,-97.8072418646733,CHERRY CREEK,Fast Food Restaurant
658,Shaved Ice Island,,30.207474428861797,-97.8166210208006,CHERRY CREEK,Food Truck
659,Me Con Bistro,3421 W William Cannon Dr Ste 101,30.21276607773379,-97.83003828699226,CHERRY CREEK,Asian Restaurant
660,Taco Bell,3421 W William Cannon Dr,30.212905362913883,-97.82947769577672,CHERRY CREEK,Fast Food Restaurant
661,China Hill,2800 W William Cannon Dr,30.20832281285606,-97.81735845883591,GARRISON PARK,Chinese Restaurant
662,Cicis,1901 W William Cannon Dr Ste 107,30.20181116450866,-97.8051146708666,CHERRY CREEK,Pizza Place
663,Church's Chicken,"1945 W. William Cannon-St, 190",30.202453017339298,-97.80663092633603,CHERRY CREEK,Fried Chicken Joint
664,Bamboo Bistro,6818 West Gate Blvd,30.207649043418385,-97.8155591485338,GARRISON PARK,Asian Restaurant
665,Hao Hao Restaurant,1901 W William Cannon Dr,30.201454847364896,-97.80554393393707,CHERRY CREEK,Chinese Restaurant
666,Cuba512,6800 West Gate Blvd #112,30.20897966452286,-97.81567528915167,GARRISON PARK,Cuban Restaurant
667,Pizza Hut,1901 W William Cannon Dr Ste 172,30.2023901,-97.8058783,CHERRY CREEK,Pizza Place
668,Beto's Mexican Restaurant,1940 W William Cannon Dr,30.202959,-97.805907,GARRISON PARK,Mexican Restaurant
669,BANTHAI Express,7612 Brodie Ln,30.206951468070383,-97.835593521595,BRODIE LANE,Thai Restaurant
670,Cafe Malta,3421 W William Cannon Dr,30.212986200855415,-97.83043928342192,CHERRY CREEK,Mediterranean Restaurant
671,Panera Bread,2805 Bee Caves Rd,30.2703834,-97.789778,BARTON CREEK MALL,Bakery
672,Tacodeli,1500B Spyglass Dr,30.258312343129425,-97.78766475992212,BARTON HILLS,Taco Place
673,TLC Austin,1100 S Lamar Blvd Unit 1150,30.25585592218197,-97.76293393000275,ZILKER,Seafood Restaurant
674,Salt Traders Coastal Cooking,,30.265436,-97.780993,BARTON HILLS,Seafood Restaurant
675,Snooze,1700 S Lamar Blvd,30.250900423307684,-97.76580310880064,ZILKER,Breakfast Spot
676,ThoroughBread,1709 Bluebonnet Ln,30.254368674141258,-97.77204126119614,ZILKER,Bakery
677,Barlata,1500 S Lamar Blvd,30.252468,-97.764229,ZILKER,Tapas Restaurant
678,El Naranjo,,30.243187,-97.78119,SOUTH LAMAR,Mexican Restaurant
679,Wholly Cow Burgers,3010 S Lamar Blvd,30.24275418834798,-97.78389771903254,BARTON HILLS,Burger Joint
680,Papalote Taco House,2803 S Lamar Blvd,30.243704694953944,-97.78206312484043,SOUTH LAMAR,Taco Place
681,IHOP,1101 S Mo Pac Expy,30.26546164193319,-97.78149847580754,BARTON HILLS,Breakfast Spot
682,Hayley Cakes & Cookies,South Lamar,30.251009,-97.766036,ZILKER,Bakery
683,Michi Ramen,3005 S Lamar Blvd # D-114B,30.2415942255846,-97.78421531893609,SOUTH LAMAR,Japanese Restaurant
684,Phil's Icehouse,2901 S Lamar Blvd,30.24321523086543,-97.78241279744225,SOUTH LAMAR,Burger Joint
685,Combo Donut,1509 S Lamar Blvd,30.25234688603134,-97.76386318010171,ZILKER,Donut Shop
686,Chick-fil-A,10901 Research Blvd Svrd NB,30.4011046,-97.7449589,MCNEIL,Fast Food Restaurant
687,McDonald's,10732 Research Blvd,30.399157422174074,-97.7468911054462,JOLLYVILLE,Fast Food Restaurant
688,Velvet Taco,"11501 Rock Rose Ave, Ste 160",30.401252052283635,-97.72267976691732,NORTH BURNET,Taco Place
689,Shake Shack,11228 Domain Drive,30.399021359990435,-97.7258750283947,NORTH BURNET,Burger Joint
690,North Italia,11506 Century Oaks Ter Ste 124,30.402333927620102,-97.72587453428201,NORTH BURNET,Italian Restaurant
691,Gloria's Latin Cuisine,3309 Esperanza Xing Ste 100 Ste #,30.400106571562674,-97.7260021253545,NORTH BURNET,Latin American Restaurant
692,Taco Bell,2600 W Braker Ln,30.391305578490915,-97.72012430765866,NORTH BURNET,Fast Food Restaurant
693,Yucatán Tacos & More,2106 Braker Ln,30.39030810459097,-97.71959270860977,NORTH BURNET,Food Truck
694,Sushi Zushi,3221 Feathergrass Ct,30.39497780231956,-97.72762172567478,NORTH BURNET,Sushi Restaurant
695,True Food Kitchen,11410 Century Oaks Terrace Ste 100,30.4015393,-97.7268185,NORTH BURNET,New American Restaurant
696,Roaring Fork,10850 Stonelake Blvd,30.400931931821884,-97.7378534945488,MCNEIL,Steakhouse
697,Jinya Ramen Bar,3210 Esperanza Xing Ste 130,30.40030093862589,-97.72325467632456,NORTH BURNET,Noodle House
698,Taco Bell,4811 W Braker Ln,30.400230193182708,-97.7472239644238,JOLLYVILLE,Fast Food Restaurant
699,BJ's Restaurant & Brewhouse,10515 MoPac Expressway,30.3936342,-97.7314889,NORTH BURNET,American Restaurant
700,Maggiano's Little Italy,10910 Domain Dr,30.39554612,-97.72702851,NORTH BURNET,Italian Restaurant
701,CAVA,10808 Domain Dr,30.3934479,-97.7267906,NORTH BURNET,Mediterranean Restaurant
702,Fleming's Prime Steakhouse & Wine Bar,11600 Century Oaks Ter Ste 140,30.40317289631666,-97.72558139443655,NORTH BURNET,Steakhouse
703,Saltgrass Steak House,10614 Research Blvd,30.397634304091156,-97.74708598852158,JOLLYVILLE,Steakhouse
704,Wienerschnitzel,2512 W Braker Ln,30.391121851696276,-97.71954953463273,NORTH BURNET,Fast Food Restaurant
705,Garden Spot Deli,9415 Burnet Rd,30.378080098440204,-97.72505832817298,NORTH BURNET,Deli / Bodega
706,Whataburger,2801 W Anderson Ln,30.358684193833593,-97.73705720901489,ALLANDALE,Burger Joint
707,Pluckers Wing Bar,9070 Research Blvd Ste 201C,30.3727667,-97.7279452,NORTH SHOAL CREEK,Wings Joint
708,P. Terry's Burger Stand,8515 Burnet Rd,30.367045972521673,-97.72768642329058,WOOTEN,Burger Joint
709,Hopdoddy Burger Bar,2438 W Anderson Ln Ste 100,30.3576645,-97.73315,NORTH SHOAL CREEK,Burger Joint
710,Ramen Tatsu-ya,"8557 Research Blvd, #126",30.36110093445147,-97.71531358858363,NORTH LAMAR RUNDBERG,Ramen Restaurant
711,T22 Chicken Joint,7211 Burnet Rd,30.347975762690393,-97.7353354468362,CRESTVIEW,Fried Chicken Joint
712,Jim's Restaurant,9091 Research Blvd,30.374505802525725,-97.72755776984047,NORTH BURNET,Diner
713,Top Notch,7525 Burnet Rd,30.35115723274111,-97.73357272840857,CRESTVIEW,Burger Joint
714,Taco Cabana,8415 Research Blvd,30.358606492443077,-97.71577366963636,NORTH LAMAR RUNDBERG,Taco Place
715,Schlotzsky's,2545 W Anderson Ln,30.356343961020098,-97.73234593568372,ALLANDALE,Restaurant
716,Casa Chapala Mexican Grill & Cantina,9041 Research Blvd Ste 100,30.3737166,-97.7255182,NORTH BURNET,Mexican Restaurant
717,Chili's Grill & Bar,9070 Research Boulevard,30.3726587,-97.72802779999999,NORTH SHOAL CREEK,Tex-Mex Restaurant
718,Mi Tradición,8716 Research Blvd,30.363563,-97.719377,WOOTEN,Mexican Restaurant
719,Arby's,8648 Research Blvd,30.3633578233309,-97.7181589015071,WOOTEN,Fast Food Restaurant
720,Tacodeli,7301 Burnet Rd,30.348609721903664,-97.73512426512232,CRESTVIEW,Taco Place
721,Cabo Bob’s,,30.360691539304714,-97.740572184899,ALLANDALE,Burrito Place
722,Bartlett's,2408 W Anderson Ln,30.356800237752125,-97.73125290870667,NORTH SHOAL CREEK,Steakhouse
723,Ñoños Tacos #2,,30.369658,-97.71513,NORTH LAMAR RUNDBERG,Taco Place
724,OneTaco,2900 W Anderson Ln Ste 14,30.359555356601067,-97.7357896757482,NORTH SHOAL CREEK,Taco Place
725,Slab BBQ,9012 Research Blvd Ste C4,30.3713938,-97.7246446,WOOTEN,BBQ Joint
726,Jack Allen's Kitchen,3010 W Anderson Ln,30.36122966988891,-97.73984599409718,NORTH SHOAL CREEK,American Restaurant
727,Waterloo Ice House,8600 Burnet Rd,30.3679235,-97.7281608,NORTH SHOAL CREEK,American Restaurant
728,Tan My Restaurant,1601 Ohlen Rd,30.36380535726103,-97.7141859121093,NORTH LAMAR RUNDBERG,Vietnamese Restaurant
