,venue,address,latitude,longitude,neighborhood,category
0,McDonald's,13749 N Highway 183,30.459677180784187,-97.7923897607343,ANDERSON MILL,Fast Food Restaurant
1,P. Terry's Burger Stand,13770 N Highway 183,30.461215000292796,-97.79530438820866,ANDERSON MILL,Burger Joint
2,Pluckers Wing Bar,11066 Pecan Park Blvd Ste G,30.4684692,-97.8035405,AVERY RANCH--LAKELINE,Wings Joint
3,The Halal Gurus,13729 US-183 suite 890,30.458305,-97.79193,ANDERSON MILL,Middle Eastern Restaurant
4,Texas Roadhouse,"13435 N. US 183 SVRD NB, Bldg. 7",30.447093,-97.788729,ANDERSON MILL,Steakhouse
5,Kerbey Lane Cafe,13435 N Highway 183,30.447005,-97.788702,ANDERSON MILL,Café
6,Thundercloud Subs,13776 U.S. 183,30.46162856,-97.7956513,ANDERSON MILL,Sandwich Place
7,Olive Garden,12827 Ranch Road 620 N,30.466001736750666,-97.80211322666295,ANDERSON MILL,Italian Restaurant
8,Big City Bagels & Subs,,30.446662,-97.806621,ANDERSON MILL,Bagel Shop
9,Chili's Grill & Bar,11012 Pecan Park Boulevard,30.46740481,-97.80385875,AVERY RANCH--LAKELINE,Tex-Mex Restaurant
10,Auntie Anne's,11200 Lakeline Mall Dr Spc OJ09,30.469973631868655,-97.80720310519791,AVERY RANCH--LAKELINE,Snack Place
11,Cheddars,13301 N Highway 183 #B,30.445990607362948,-97.78778082421087,ANDERSON MILL,American Restaurant
12,Panda Express Lakeline Mall,11200 Lakeline Mall Dr,30.47054355853244,-97.80698893037788,AVERY RANCH--LAKELINE,Chinese Restaurant
13,McDonald's,12801 Ranch Road 620 N,30.465482563737247,-97.80317634344101,ANDERSON MILL,Fast Food Restaurant
14,La Tapatia,13450 N Highway 183,30.4471163,-97.7908036,ANDERSON MILL,Taco Place
15,Burger King,13450 Highway 183 North,30.4478177,-97.7910971,ANDERSON MILL,Fast Food Restaurant
16,Lakeline Mall Food Court,11200 Lakeline Mall Dr,30.4705425276649,-97.80700697556819,AVERY RANCH--LAKELINE,Food Court
17,Interstellar Bbq,12233 Ranch Road 620 N Ste 150,30.461178,-97.81493,ANDERSON MILL,BBQ Joint
18,Vazquez Tacos,13729 US 183,30.45855038883792,-97.79216874382517,ANDERSON MILL,Mexican Restaurant
19,Wendy’s,10203 Lake Creek Pkwy,30.461563778528248,-97.79218950192444,ANDERSON MILL,Fast Food Restaurant
20,Bush's Chicken,12332 Ranch Road 620 N,30.463914542142078,-97.81205481216462,ANDERSON MILL,Fried Chicken Joint
21,Mod Pizza,11521 North Farm Market 620,30.45282861,-97.82628825,ANDERSON MILL,Pizza Place
22,Reale's Pizza & Cafe,13450 N Highway 183,30.44658739368826,-97.79101395144207,ANDERSON MILL,Pizza Place
23,Texican Cafe,11066 Pecan Park Blvd,30.47102160526068,-97.80125866732658,AVERY RANCH--LAKELINE,Mexican Restaurant
24,Cabo Bob’s,13429 N Highway 183 Ste 100,30.447433,-97.789131,ANDERSON MILL,Taco Place
25,Moonie's Burger House - Anderson Mill,13450 Research Blvd,30.44785113291792,-97.7922895273434,ANDERSON MILL,Burger Joint
26,Schlotzsky's,13201 Ranch Road 620 N,30.46839007441341,-97.79439675113493,AVERY RANCH--LAKELINE,Restaurant
27,Tarka Indian Kitchen,11066 Pecan Park Blvd,30.470155872449226,-97.80080860146573,AVERY RANCH--LAKELINE,Indian Restaurant
28,Lone Star Kolaches,13764 N Highway 183,30.460663662328468,-97.79471770584945,ANDERSON MILL,Breakfast Spot
29,IHOP,"13201 Ranch Rd 620 N, Bldg Q",30.467690773946302,-97.79530805755779,AVERY RANCH--LAKELINE,Breakfast Spot
30,McDonald's,5355 N Interregional Hwy,30.31323,-97.707413,WINDSOR PARK,Fast Food Restaurant
31,5610 Food Co,"5610 N I-35 Service Rd, Austin, TX 78751, United States",30.316143,-97.708403,NORTH LOOP,Food Court
32,Whataburger,6106 Cameron Rd,30.319230655633515,-97.69820635020324,WINDSOR PARK,Burger Joint
33,P. Terry's Burger Stand,5701 N IH 35,30.317315765440842,-97.70688362645078,WINDSOR PARK,Burger Joint
34,Torchy's Tacos,1801 E 51st St Bldg D,30.303292,-97.6988397,RMMA,Taco Place
35,Popeyes Louisiana Kitchen,5630 Cameron Rd,30.31452536995113,-97.70358365757991,WINDSOR PARK,Fried Chicken Joint
36,Sonic Drive-In,6208 Cameron Rd,30.3201911,-97.6972101,WINDSOR PARK,Fast Food Restaurant
37,Taco Bell,5604 Cameron Rd,30.31415553514502,-97.70395081676764,WINDSOR PARK,Fast Food Restaurant
38,Church's Chicken,5339 Cameron Rd,30.31141698731254,-97.7066031912234,WINDSOR PARK,Fried Chicken Joint
39,Hank’s,5811 Berkman Dr,30.312589063509837,-97.69292663872693,WINDSOR PARK,Restaurant
40,Kerbey Lane Cafe,2200 Aldrich St Ste 100,30.3010368,-97.7035713,RMMA,Breakfast Spot
41,Buffet King,5451 North IH 35,30.315279,-97.707292,WINDSOR PARK,American Restaurant
42,Amaya's Taco Village,5804 N Interstate 35,30.319260926962304,-97.70806047039969,NORTH LOOP,Mexican Restaurant
43,Pokeatery,1201 Barbara Jordan Blvd Ste 1410,30.305647521911208,-97.70818422221839,RMMA,Hawaiian Restaurant
44,Thundercloud Subs,6501 W Highway 290,30.3215764034385,-97.70530320911728,WINDSOR PARK,Sandwich Place
45,Cenote Cameron,6214 Cameron Rd,30.32038451282098,-97.69674165845235,WINDSOR PARK,Café
46,Chi'lantro,1201 Barbara Jordan Blvd #1460,30.305347,-97.708244,RMMA,Korean Restaurant
47,Rebel Cheese,2200 Aldrich St Ste 120,30.301426,-97.703186,RMMA,Vegetarian / Vegan Restaurant
48,B.D. Riley's Irish Pub at Mueller,1905 Aldrich St.,30.298152656908346,-97.70512148737907,RMMA,Irish Pub
49,Chipotle Mexican Grill,1201 Barbara Jordan Blvd Ste 1300,30.305612013317596,-97.70798119297666,RMMA,Mexican Restaurant
50,Hill-Bert's Burgers,5340 Cameron Rd,30.31199975059126,-97.70682906951036,WINDSOR PARK,Burger Joint
51,Xian Sushi & Noodle,1801 E 51st St #C370,30.30284128293787,-97.69908232723816,RMMA,Noodle House
52,The Kebab Shop,1201 Barbara Jordan Blvd #200,30.3057763,-97.7097641,RMMA,Modern European Restaurant
53,Taqueria Mi Trailita,5301 Manor Rd,30.30029500192563,-97.68569297068385,PECAN SPRINGS-SPRINGDALE,Food Truck
54,Paco's Tacos,1304 E 51st St,30.307455206659316,-97.70580926394908,WINDSOR PARK,Taco Place
55,Colleen's Kitchen,1911 Aldrich St Ste 100,30.298371458367573,-97.70484738925455,RMMA,American Restaurant
56,A&W / Long John Silver's,Capital Plaza,30.313831113767947,-97.70445211878894,WINDSOR PARK,Fast Food Restaurant
57,Café Mueller by H-E-B,1801 E 51st St,30.3011594,-97.6990618,RMMA,Restaurant
58,SH Donuts,Manor Rd,30.30058727876479,-97.68522938841375,PECAN SPRINGS-SPRINGDALE,Donut Shop
59,TJ's Seafood,7110 Cameron Rd,30.325895000000003,-97.69317099999999,ST. JOHNS,Seafood Restaurant
60,Chick-fil-A,"500 E Ben White Blvd, Building B",30.2203776,-97.7571135,ST. EDWARDS,Fast Food Restaurant
61,McDonald's,3909 S Congress Ave,30.223638894338098,-97.76283659040928,ST. EDWARDS,Fast Food Restaurant
62,P. Terry's Burger Stand,204 W Ben White Blvd,30.224155297452803,-97.76433582183056,DAWSON,Burger Joint
63,Loro,2115 S Lamar Blvd,30.24768796450878,-97.77146746540994,SOUTH LAMAR,BBQ Joint
64,Wendy’s,4115 S Congress Ave,30.221728779844366,-97.76416338981562,EAST CONGRESS,Fast Food Restaurant
65,McDonald's,710 E Ben White Blvd,30.2203402,-97.7537139,ST. EDWARDS,Fast Food Restaurant
66,Torchy's Tacos,1822 S Congress Ave,30.2454642,-97.7515802,BOULDIN CREEK,Taco Place
67,Cabo Bob's,500 E Ben White Blvd,30.220967726565352,-97.75688790402899,ST. EDWARDS,Burrito Place
68,Bill Miller Bar-B-Q,709 E. Ben White,30.21792179885939,-97.75588351750356,EAST CONGRESS,Cuban Restaurant
69,Pueblo Viejo,121 Pickle Rd,30.22700709161109,-97.76231670797571,DAWSON,Food Truck
70,Plaza Colombian Coffee,3842 S Congress Ave,30.224736,-97.763587,DAWSON,Café
71,Magnolia Cafe South,1920 S Congress Ave,30.24452085910187,-97.75182144878777,BOULDIN CREEK,Diner
72,Fresa's Chicken Al Carbon,1703 S 1st St,30.24785207293409,-97.75501981129575,BOULDIN CREEK,Restaurant
73,Donn's Bar-B-Que & Catering,2617 S Interstate 35,30.229557211252235,-97.74292480367666,PARKER LANE,BBQ Joint
74,The Meteor,2110 S Congress Ave,30.242776,-97.752363,BOULDIN CREEK,Café
75,Gourdough's,1503 S 1st St,30.24950919099921,-97.7549704719153,BOULDIN CREEK,Donut Shop
76,Phoebe's Diner,533 W. Oltorf St,30.241796258663893,-97.75922149104917,DAWSON,Comfort Food Restaurant
77,El Tacorrido,2316 S 1st St,30.242513777659596,-97.75956330071382,BOULDIN CREEK,Taco Place
78,LeRoy & Lewis,121 Pickle Rd,30.22695212601917,-97.7624550039605,DAWSON,BBQ Joint
79,The Halal Gurus,539 W Oltorf St,30.2416620587288,-97.75944828987122,DAWSON,Halal Restaurant
80,June's,1722 S Congress Ave,30.24624114041153,-97.75102090919994,BOULDIN CREEK,French Restaurant
81,Polvos Mexican Restaurant,2004 S 1st St,30.24539931044173,-97.75723355347826,BOULDIN CREEK,Mexican Restaurant
82,Lucy's Fried Chicken,2218 College Ave,30.240559427232125,-97.75331575174197,BOULDIN CREEK,Fried Chicken Joint
83,Elizabeth St. Café,1501 S 1st St,30.24982842100761,-97.75482850985779,BOULDIN CREEK,Vietnamese Restaurant
84,Con Madre Kitchen,628 E Oltorf St,30.23706803659032,-97.74887638713929,SOUTH RIVER CITY,Mexican Restaurant
85,Curra's Grill,614 E Oltorf St,30.236976035910054,-97.74929354845801,SOUTH RIVER CITY,Mexican Restaurant
86,South Congress Cafe,1600 S Congress Ave,30.247824424523518,-97.75056149869016,BOULDIN CREEK,Café
87,Casa Maria Restaurant & Bakery,4327 S 1st St,30.221249210127436,-97.77252295112694,WEST CONGRESS,Mexican Restaurant
88,Jersey Mike's Subs,"600 E. Ben White, Suite 350, Corner Of Ih-35Fwy And Ben White",30.219742,-97.756132,ST. EDWARDS,Sandwich Place
89,Vinaigrette,2201 College Ave,30.241303984559963,-97.75228910328605,SOUTH RIVER CITY,Salad Place
90,Chick-fil-A,503 W Martin Luther King Jr Blvd,30.2817364,-97.7431552,DOWNTOWN,Fast Food Restaurant
91,Raising Cane's Chicken Fingers,415 W Martin Luther King Jr Blvd,30.28170399188964,-97.74246941305817,DOWNTOWN,Fried Chicken Joint
92,Whataburger,2800 Guadalupe St,30.2934513667687,-97.74216547608376,WEST UNIVERSITY,Burger Joint
93,Pluckers Wing Bar,2222 Rio Grande St Ste D116,30.2862799,-97.7449912,WEST UNIVERSITY,Wings Joint
94,Dining Room at UT Club,2108 Robert Dedman Dr,30.283982,-97.732493,UT,American Restaurant
95,Rudy's Country Store & Bar-B-Q,3914 N Lamar Blvd,30.3074083,-97.7421901,ROSEDALE,BBQ Joint
96,Space24Twenty @ UO,2420 Guadalupe,30.28826922240852,-97.74207076872338,WEST UNIVERSITY,Food Court
97,In-N-Out Burger,2700 Guadalupe St.,30.292203956718865,-97.74155576051996,WEST UNIVERSITY,Fast Food Restaurant
98,Snarf's Sandwiches,"2901 Medical Arts St., Ste. 2",30.28846715506474,-97.7289345770097,HANCOCK,Sandwich Place
99,P. Terry's Burger Stand,3303 N Lamar Blvd,30.30177859284564,-97.74485328113364,WEST UNIVERSITY,Burger Joint
100,Wendy’s,"2247 Guadalupe St, Bldg Rm 2-204",30.28716,-97.741122,UT,Fast Food Restaurant
101,Torchy's Tacos,2801 Guadalupe St Ste 5B,30.293709982194375,-97.74172805255148,NORTH UNIVERSITY,Taco Place
102,Cabo Bob's,2828 Rio Grande St,30.295860957069518,-97.74401532643064,WEST UNIVERSITY,Burrito Place
103,The Pizza Press,"404 W 26th St, Austin, TX 78705",30.290702,-97.742043,WEST UNIVERSITY,Pizza Place
104,Potbelly Sandwich Shop,2316 Guadalupe St,30.2868018,-97.7418666,WEST UNIVERSITY,Sandwich Place
105,Rainey Street Outdoor Food Trucks,,30.2838738927699,-97.74050057194083,UT,Food Truck
106,The Clay Pit,1601 Guadalupe St,30.279001072940464,-97.74245328093936,DOWNTOWN,Indian Restaurant
107,CAVA,2426 Guadalupe St,30.288562248739694,-97.74168442397797,WEST UNIVERSITY,Mediterranean Restaurant
108,Via 313,3016 Guadalupe St,30.29791850205146,-97.74134250045729,WEST UNIVERSITY,Pizza Place
109,Kerbey Lane Café,2606 Guadalupe St,30.29122,-97.7415,WEST UNIVERSITY,Café
110,"Snooze, an A.M. Eatery",3800 North Lamar Blvd Suite 120,30.3059071,-97.7431556,ROSEDALE,Breakfast Spot
111,Black's BBQ,3110 Guadalupe St,30.29848295357906,-97.74128529463646,WEST UNIVERSITY,BBQ Joint
112,Central Market Café,4001 N Lamar Blvd,30.30710935172369,-97.7402104056284,TRIANGLE STATE,Café
113,Einstein Bros Bagels,2404 Guadalupe St,30.287988340600673,-97.74180807553876,WEST UNIVERSITY,Bagel Shop
114,Chipotle Mexican Grill,2230 Guadalupe St #32,30.285652501561877,-97.74203879584996,WEST UNIVERSITY,Mexican Restaurant
115,Vaquero Taquero,,30.29508784839672,-97.73620923302992,NORTH UNIVERSITY,Food Truck
116,Thundercloud Subs,3200 Guadalupe St,30.299353332597423,-97.74051603817888,WEST UNIVERSITY,Sandwich Place
117,Kerbey Lane Café,3704 Kerbey Ln,30.30803,-97.75047,ROSEDALE,Café
118,Kesos Taco House,600 W Martin Luther King Jr Blvd,30.282652072427243,-97.74447836340417,WEST UNIVERSITY,Taco Place
119,Taco Shack,4002 N Lamar Blvd,30.308235032071643,-97.74158074512103,ROSEDALE,Mexican Restaurant
120,McDonald's,1143 1 2 Airport Blvd,30.27231441073107,-97.69689247012138,MLK,Fast Food Restaurant
121,Whataburger,3210 E Martin Luther King Jr Blvd,30.283101944677583,-97.70293951034546,MLK,Burger Joint
122,Taco Bell,1925 Airport Blvd,30.283332194906013,-97.70392126487013,MLK,Fast Food Restaurant
123,Birdie's,2944 E 12th St,30.276402,-97.704575,ROSEWOOD,Restaurant
124,Bird Bird Biscuit,2701 Manor Rd,30.28500944162347,-97.71397245977218,ROSEWOOD,Sandwich Place
125,Golden Chick,1144 E. Airport Blvd.,30.272292179011618,-97.69798645832043,GOVALLE,American Restaurant
126,Nixta Taqueria,2512 E 12th St,30.274993,-97.713258,CHESTNUT,Taco Place
127,SUBWAY,1144 Airport Blvd #200,30.2710474,-97.6978457,GOVALLE,Sandwich Place
128,Batch Craft Beer And Kolaches,3220 Manor Rd,30.287191454768983,-97.70315579167011,MLK,Bakery
129,Terry's Seafood & Chicken,1805 Airport Blvd,30.281512368938007,-97.70298290822353,MLK,Seafood Restaurant
130,Veracruz All Natural,4209 Airport Blvd,30.296589,-97.707243,RMMA,Taco Place
131,Tsuke Edomae,4600 Mueller Blvd Apt 1035,30.298536,-97.707463,RMMA,Japanese Restaurant
132,Love Supreme Pizza Bar,2805 Manor Rd,30.285111,-97.711652,ROSEWOOD,Pizza Place
133,Contigo Austin,2027 Anchor Ln,30.287837686631477,-97.70331988162891,MLK,American Restaurant
134,Jack in the Box,1151 Airport Blvd,30.274166771940934,-97.6977226138115,MLK,Fast Food Restaurant
135,Willie's Bar-B-Que,4505 E Martin Luther King Jr Blvd,30.285226,-97.68416500000001,MLK,BBQ Joint
136,Betos #2 Mexican Restaurant,,30.27391,-97.697147,MLK,Mexican Restaurant
137,Dai Due Butcher Shop & Supper Club,2406 Manor Rd,30.284906130396855,-97.71690416595273,UPPER BOGGY CREEK,American Restaurant
138,Popeyes Louisiana Kitchen,1823 Airport Blvd,30.282125057295303,-97.70312740965525,MLK,Fried Chicken Joint
139,quick stop grocery,,30.27573013305664,-97.70744323730469,ROSEWOOD,Snack Place
140,Short Stop,1144 Airport store #1,30.271963376758777,-97.69787065700275,GOVALLE,Fast Food Restaurant
141,Pizza Hut,1144 Airport Blvd,30.271672655481883,-97.69779221595593,GOVALLE,Pizza Place
142,L'Oca D'Oro,1900 Simond Ave,30.297225,-97.704725,RMMA,Italian Restaurant
143,Fairways Cantina,,30.289319,-97.69441,MLK,Restaurant
144,La Fruta Feliz,3124 Manor Rd,30.286864361979394,-97.70455204543075,MLK,Mexican Restaurant
145,Bao'd Up,1911 Aldrich St # A1,30.29865055386554,-97.70437596382368,RMMA,Chinese Restaurant
146,Taco-Mex,2613 Manor Rd,30.28474708821661,-97.71494477784731,UPPER BOGGY CREEK,Taco Place
147,Whataburger,1616 E Oltorf St,30.2337053,-97.7391881,RIVERSIDE,Burger Joint
148,Terry Black's BBQ,1003 Barton Springs Rd,30.25986,-97.75496,BOULDIN CREEK,BBQ Joint
149,Voodoo Doughnut,212 E 6th St,30.267601825957104,-97.7407854795456,DOWNTOWN,Donut Shop
150,Cooper's Old Time Pit Bar-B-Que,217 Congress Ave,30.26496553144536,-97.74374663829803,DOWNTOWN,BBQ Joint
151,Moonshine Patio Bar & Grill,303 Red River St,30.26382713847388,-97.73813238370305,DOWNTOWN,American Restaurant
152,Veracruz All Natural,,30.2629,-97.744558,DOWNTOWN,Taco Place
153,Whataburger,601 Barton Springs Rd,30.258047817575996,-97.75069624185562,BOULDIN CREEK,Burger Joint
154,IHOP,707 E Cesar Chavez,30.261115063536593,-97.73726304572291,DOWNTOWN,Breakfast Spot
155,Home Slice Pizza,1415 S Congress Ave,30.24900396437326,-97.74975817165536,SOUTH RIVER CITY,Pizza Place
156,Güero's Taco Bar,1412 S Congress Ave,30.24916,-97.75021,BOULDIN CREEK,Mexican Restaurant
157,Ramen Tatsu-ya,1234 S Lamar Blvd,30.25389531735043,-97.76313448192407,ZILKER,Ramen Restaurant
158,Torchy’s Tacos,110 San Antonio St #120,30.2657051,-97.7496338,DOWNTOWN,Taco Place
159,Gus's World Famous Fried Chicken,117 San Jacinto Blvd,30.263475,-97.741676,DOWNTOWN,Fried Chicken Joint
160,Aba Austin,1011 S Congress Ave,30.253928,-97.747656,SOUTH RIVER CITY,Restaurant
161,Stella San Jac,310 E 5th St,30.266622,-97.740375,DOWNTOWN,Restaurant
162,P. Terry's Burger Stand,404 S Lamar Blvd,30.26168184496109,-97.75854342523931,ZILKER,Burger Joint
163,Two Hands,,30.253441,-97.747912,SOUTH RIVER CITY,Café
164,Red Ash,303 Colorado St,30.26558414895398,-97.74496619990391,DOWNTOWN,Italian Restaurant
165,Iron Works BBQ,100 Red River St,30.26194518814984,-97.7388792026269,DOWNTOWN,BBQ Joint
166,The Peacock,,30.266044,-97.750168,DOWNTOWN,Mediterranean Restaurant
167,Anthem,91 Rainey St Ste 120,30.26075764408574,-97.73810789910993,DOWNTOWN,American Restaurant
168,North Italia,500 W 2nd St,30.265800454402395,-97.7491856783774,DOWNTOWN,Italian Restaurant
169,Comedor,501 Colorado St,30.267906,-97.743937,DOWNTOWN,Mexican Restaurant
170,1618 Asian Fusion,1618 E Riverside Dr,30.245418,-97.730483,RIVERSIDE,Asian Restaurant
171,Rosita’s Al Pastor Taco Truck,1911 E Riverside Dr,30.243348725231588,-97.72917073043418,RIVERSIDE,Food Truck
172,Parkside,301 E 6th St,30.26732971273354,-97.74036863521285,DOWNTOWN,New American Restaurant
173,Hopdoddy Burger Bar,1400 S Congress Ave Ste A190,30.2496468,-97.7499054,BOULDIN CREEK,Burger Joint
174,Iron Cactus Mexican Restaurant and Margarita Bar,606 Trinity St,30.26734,-97.73941,DOWNTOWN,Mexican Restaurant
175,The Onion,116 W 5th St,30.266492856552876,-97.74201465701637,DOWNTOWN,Pizza Place
176,Burger King,Farm-to-market 969,30.2861882410796,-97.6639375090599,MLK-183,Fast Food Restaurant
177,El Norteno Pollos Asados,,30.284474,-97.659417,MLK-183,Taco Place
178,SUBWAY,6105 Techni Center Dr,30.2757618616383,-97.66897544265976,MLK-183,Sandwich Place
179,Country Boyz Fixins,4140 E 12th St,30.279231766371506,-97.68721815039073,MLK,Cajun / Creole Restaurant
180,Blimpie,6105 Techni Center Dr,30.275794982910156,-97.66880798339844,MLK-183,Fast Food Restaurant
181,La cocinita restaurante,4140 E 12th St,30.27922248840332,-97.6871566772461,MLK,Mexican Restaurant
182,Tocho Morocho,,30.28471161471889,-97.65828402281525,MLK-183,Food Truck
183,Simon’s Burger,,30.28482,-97.683636,MLK,Burger Joint
184,Ted's Farm Bbq,,30.277224363712385,-97.66949644089931,MLK-183,Food Truck
185,Tracor Cafe,6500 Tracor Ln,30.27794647216797,-97.6622314453125,MLK-183,American Restaurant
186,Galaxy Cafe,1000 W Lynn St,30.279319982407912,-97.7599910547402,OLD WEST AUSTIN,American Restaurant
187,Dirty Martin's Place,2808 Guadalupe St,30.294073020408643,-97.74239535318311,WEST UNIVERSITY,Burger Joint
188,Tiny's Milk And Cookies,,30.305971,-97.74995,WINDSOR ROAD,Bakery
189,Chuy's Tex-Mex,1728 Barton Springs Rd,30.263844580302678,-97.76333212742121,ZILKER,Mexican Restaurant
190,Picnic Food Trailer Park,,30.263441625753448,-97.7628738717926,ZILKER,Food Truck
191,Austin Eastciders,1530 Barton Springs Rd,30.262135,-97.76137,ZILKER,New American Restaurant
192,Uchi,801 S Lamar Blvd,30.25759427998056,-97.75989112033848,ZILKER,Japanese Restaurant
193,Carpenters Hall,400 Josephine St,30.262191856255196,-97.7587578320245,ZILKER,Restaurant
194,Perla's Seafood and Oyster Bar,1400 S Congress Ave Ste B100,30.249911092409054,-97.74979543938919,BOULDIN CREEK,Seafood Restaurant
195,Sandy's Hamburgers,603 Barton Springs Rd,30.25839,-97.751007,BOULDIN CREEK,Burger Joint
196,El Alma Cafe y Cantina,1025 Barton Springs Rd,30.260118822109327,-97.75557735544075,BOULDIN CREEK,Mexican Restaurant
197,McDonald's,4501 E Ben White Blvd,30.214463825651073,-97.73431599140167,MCKINNEY,Fast Food Restaurant
198,Wendy’s,6210 East Ben White,30.2131201,-97.7124344,PARKER LANE,Fast Food Restaurant
199,Mi Bambuco Columbian Restaurant,5808 Burleson Rd,30.207962,-97.72094,MCKINNEY,Latin American Restaurant
200,Jack in the Box,6133 E Ben White Blvd,30.211580409105782,-97.71331161260605,MCKINNEY,Fast Food Restaurant
201,Burger King,3001 Montopolis Dr,30.21345535893649,-97.71089042906472,MONTOPOLIS,Fast Food Restaurant
202,Pueblo Viejo,3901 Promontory Point Dr.,30.208968587999546,-97.72964277076065,MCKINNEY,Food Truck
203,Popeyes Louisiana Kitchen,2919 Montopolis Dr,30.213896658900644,-97.71068351095134,MONTOPOLIS,Fried Chicken Joint
204,Catfish Parlor,4705 E Ben White Blvd,30.213945963464713,-97.73128050829312,MCKINNEY,Seafood Restaurant
205,Patsy's Cowgirl Cafe,5001 E Ben White Blvd,30.21343413771936,-97.72816002899684,MCKINNEY,American Restaurant
206,Garbo’s,3901 Promontory Point Dr,30.209470073934572,-97.72997160971306,MCKINNEY,Food Truck
207,Belladonna Italian Subs,4612 Burleson Rd,30.212971989277534,-97.73130661723138,MCKINNEY,Sandwich Place
208,Casa Vallarta,,30.206646999999997,-97.718211,MCKINNEY,Mexican Restaurant
209,Subway,6311 Burleson,30.204845821274077,-97.71648438023425,MCKINNEY,Sandwich Place
210,Craft Woodfire Pizza,,30.208739,-97.729353,MCKINNEY,Pizza Place
211,Mariana's Kitchen,6002 Burleson Rd,30.206645459133984,-97.71818381814053,MCKINNEY,Mexican Restaurant
212,El Meson,5808 Burleson Rd,30.207964538783408,-97.72097133084137,MCKINNEY,Mexican Restaurant
213,Casa Morena,4606 Burleson Rd,30.21301940415244,-97.73163367592775,MCKINNEY,Mexican Restaurant
214,Crossroads: Farm To Truck,1210 Barton Springs Rd,30.211378593366554,-97.736066016092,MCKINNEY,Food Truck
215,Grand Slam Cafe,6101 E Oltorf St,30.216784436227734,-97.71360981806266,PLEASANT VALLEY,Food Court
216,Austin Sonics,4513 Burleson Rd,30.213113149170464,-97.7335508961572,MCKINNEY,Fast Food Restaurant
217,Jalapeno's 2,6002 Burleson Rd,30.206680297851562,-97.71829223632812,MCKINNEY,Mexican Restaurant
218,Melissa's Kitchen,,30.208577948232172,-97.72221248090324,MCKINNEY,Food Truck
219,Word of Mouth Catering,5002 Burleson Rd,30.21178,-97.72867,MCKINNEY,Sandwich Place
220,Metcenter Food Truck Court,,30.206324,-97.696447,SOUTHEAST,Food Court
221,McDonald's,8500 E Highway 290,30.329098047093296,-97.66063528684072,WALNUT CREEK--PIONEER HILL,Fast Food Restaurant
222,Bill Miller Bar-B-Q,8700 US Hwy 290East,30.329293078450267,-97.6589821181109,WALNUT CREEK--PIONEER HILL,Cuban Restaurant
223,Jack in the Box,6540 Ed Bluestein Blvd,30.303796223277633,-97.66176223754883,UNIVERSITY HILLS,Fast Food Restaurant
224,Wingstop,7112 Ed Bluestein Blvd,30.314016196618923,-97.6640266587015,UNIVERSITY HILLS,Wings Joint
225,Tres Amigos,7535 E Highway 290,30.324066974879248,-97.67460776541314,UNIVERSITY HILLS,Mexican Restaurant
226,Short Shop,6600-6778 Berkman Dr,30.319146828597567,-97.68903088023971,WINDSOR PARK,Fast Food Restaurant
227,La Palapa,6640 E Highway 290,30.322210738045726,-97.69327315577853,CORONADO HILLS,Mexican Restaurant
228,Little Deli & Pizzeria,1804 Briarcliff Blvd,30.3142578,-97.6900634,WINDSOR PARK,Pizza Place
229,Pizza Patron,"7112 Ed Bluestein Blvd,",30.312051,-97.66476999999999,UNIVERSITY HILLS,Pizza Place
230,Mr. Gatti's Pizza,7525 E Highway 290,30.3239161085584,-97.67523943889125,UNIVERSITY HILLS,Pizza Place
231,KFC,7206 Ed Bluestein Blvd,30.314349275484016,-97.66358026198861,UNIVERSITY HILLS,Fried Chicken Joint
232,El Charrito,7100 E Highway 290,30.323219,-97.682774,CORONADO HILLS,Mexican Restaurant
233,Oriental Express,7517 Cameron Rd,30.329851205729135,-97.68847778267299,CORONADO HILLS,Asian Restaurant
234,China Kitchen,7001-7107 Manor Rd,30.313661916408105,-97.66428601098758,UNIVERSITY HILLS,Chinese Restaurant
235,El Riconcito Del Sabor (Formally Luviano's Mexican Restaurant),7213 Cameron Rd,30.326630551941438,-97.69154337800872,CORONADO HILLS,Mexican Restaurant
236,El Pollo Regio #8,6615 Berkman Dr,30.319626356532904,-97.68886523699733,WINDSOR PARK,Mexican Restaurant
237,Jack in the Box,6800 Berkman Dr Bldg 1,30.32050038698818,-97.689528465271,WINDSOR PARK,Fast Food Restaurant
238,Jack in the Box,8706 E Highway 290,30.3291947,-97.6583485,WALNUT CREEK--PIONEER HILL,Fast Food Restaurant
239,Local Slice,8201 Cross Park Dr,30.330634000000003,-97.667215,WALNUT CREEK--PIONEER HILL,Pizza Place
240,Dragonbeard Kitchen,8201 Cross Park Dr Ste B1,30.330954476219343,-97.66698737997612,WALNUT CREEK--PIONEER HILL,Asian Restaurant
241,SONIC Drive In,7112 Ed Bluestein Blvd Ste 160,30.313896863294556,-97.66347751021385,UNIVERSITY HILLS,Fast Food Restaurant
242,Domino's Pizza,5811 Berkman Dr Ste 134,30.311797473153874,-97.69129832090584,WINDSOR PARK,Pizza Place
243,Emojis,,30.3324590611827,-97.66771059997252,WALNUT CREEK--PIONEER HILL,Food Truck
244,Subs n More,1900 E Anderson Ln,30.33060406409688,-97.67994875393138,WALNUT CREEK--PIONEER HILL,Sandwich Place
245,Gourdough's @ University Co-op Food Court,,30.314452762890134,-97.68698631050111,WINDSOR PARK,Food Truck
